"SITE_DOMAIN","AD_FORMAT","DEVICE_TYPE_LABEL","GEO_DMA","CONTENT_GENRE","IMPRESSIONS","PURCHASES","PURCHASE_RATE","YIELD_MULTIPLIER","SUPPORT"
"espn.com","video","Mobile/Tablet","Phoenix","",387,2,0.00517,1.384,387
"weather.com","video","Connected TV","Dallas-Ft. Worth","",372,2,0.00538,1.440,372
"forbes.com","banner","Mobile/Tablet","Dallas-Ft. Worth","",776,5,0.00644,1.726,776
"foxnews.com","banner","Tablet","Chicago","",745,2,0.00269,0.719,745
"nytimes.com","banner","Phone","New York","",765,4,0.00523,1.401,765
"espn.com","banner","Personal Computer","Houston","",815,3,0.00368,0.986,815
"buzzfeed.com","native","Connected TV","Chicago","",391,5,0.01279,3.426,391
"weather.com","banner","Set Top Box","Los Angeles","",761,1,0.00131,0.352,761
"nytimes.com","banner","Phone","Atlanta","",804,2,0.00249,0.666,804
"nytimes.com","banner","Set Top Box","New York","",760,2,0.00263,0.705,760
"techcrunch.com","video","Personal Computer","Atlanta","",393,0,0.00000,0.000,393
"weather.com","banner","Connected Device","New York","",790,2,0.00253,0.678,790
"forbes.com","video","Connected Device","Philadelphia","",346,0,0.00000,0.000,346
"techcrunch.com","native","Connected Device","Miami","",364,1,0.00275,0.736,364
"techcrunch.com","banner","Phone","Houston","",748,0,0.00000,0.000,748
"techcrunch.com","native","Connected TV","Atlanta","",367,2,0.00545,1.460,367
"forbes.com","native","Mobile/Tablet","Atlanta","",399,3,0.00752,2.014,399
"weather.com","banner","Tablet","Houston","",735,7,0.00952,2.551,735
"variety.com","video","Phone","Phoenix","",355,0,0.00000,0.000,355
"bbc.com","native","Mobile/Tablet","Dallas-Ft. Worth","",377,2,0.00531,1.421,377
"people.com","banner","Set Top Box","Phoenix","",737,4,0.00543,1.454,737
"washingtonpost.com","native","Tablet","Houston","",423,1,0.00236,0.633,423
"people.com","video","Set Top Box","Chicago","",408,3,0.00735,1.970,408
"foxnews.com","banner","Connected Device","Philadelphia","",766,2,0.00261,0.699,766
"people.com","banner","Personal Computer","Denver","",758,3,0.00396,1.060,758
"variety.com","native","Set Top Box","Miami","",399,2,0.00501,1.343,399
"weather.com","native","Personal Computer","Phoenix","",403,1,0.00248,0.665,403
"cnn.com","native","Personal Computer","Denver","",356,2,0.00562,1.505,356
"variety.com","native","Phone","Chicago","",389,0,0.00000,0.000,389
"people.com","video","Connected Device","Los Angeles","",393,1,0.00255,0.682,393
"buzzfeed.com","native","Connected TV","Philadelphia","",356,1,0.00281,0.752,356
"cnet.com","video","Personal Computer","Los Angeles","",347,1,0.00288,0.772,347
"variety.com","banner","Mobile/Tablet","Philadelphia","",752,3,0.00399,1.069,752
"nytimes.com","banner","Set Top Box","Houston","",770,2,0.00260,0.696,770
"theverge.com","video","Mobile/Tablet","Atlanta","",411,2,0.00487,1.304,411
"forbes.com","video","Connected TV","Philadelphia","",373,0,0.00000,0.000,373
"theverge.com","video","Phone","Dallas-Ft. Worth","",410,1,0.00244,0.653,410
"washingtonpost.com","native","Set Top Box","Denver","",349,0,0.00000,0.000,349
"bbc.com","banner","Tablet","New York","",803,3,0.00374,1.001,803
"foxnews.com","native","Personal Computer","Dallas-Ft. Worth","",375,0,0.00000,0.000,375
"weather.com","native","Personal Computer","Denver","",361,1,0.00277,0.742,361
"tmz.com","banner","Set Top Box","Chicago","",765,2,0.00261,0.700,765
"cnet.com","banner","Tablet","Denver","",769,1,0.00130,0.348,769
"people.com","video","Tablet","New York","",393,2,0.00509,1.363,393
"bbc.com","video","Tablet","Dallas-Ft. Worth","",392,0,0.00000,0.000,392
"cnn.com","native","Tablet","Denver","",376,1,0.00266,0.713,376
"bbc.com","video","Set Top Box","Philadelphia","",376,0,0.00000,0.000,376
"buzzfeed.com","video","Personal Computer","Los Angeles","",419,0,0.00000,0.000,419
"tmz.com","native","Set Top Box","Houston","",388,2,0.00516,1.381,388
"weather.com","banner","Phone","Miami","",749,1,0.00134,0.358,749
"washingtonpost.com","native","Set Top Box","Houston","",391,0,0.00000,0.000,391
"cnn.com","native","Connected Device","Miami","",371,0,0.00000,0.000,371
"weather.com","native","Set Top Box","Dallas-Ft. Worth","",411,1,0.00243,0.652,411
"foxnews.com","video","Mobile/Tablet","Dallas-Ft. Worth","",385,1,0.00260,0.696,385
"tmz.com","banner","Personal Computer","Phoenix","",744,2,0.00269,0.720,744
"tmz.com","native","Mobile/Tablet","Chicago","",380,2,0.00526,1.410,380
"forbes.com","native","Mobile/Tablet","New York","",340,1,0.00294,0.788,340
"nytimes.com","native","Personal Computer","Miami","",356,1,0.00281,0.752,356
"bbc.com","banner","Phone","Houston","",739,4,0.00541,1.450,739
"washingtonpost.com","banner","Connected TV","Atlanta","",739,6,0.00812,2.175,739
"theverge.com","video","Tablet","Dallas-Ft. Worth","",359,0,0.00000,0.000,359
"washingtonpost.com","video","Mobile/Tablet","Los Angeles","",389,1,0.00257,0.689,389
"nytimes.com","native","Phone","Phoenix","",384,0,0.00000,0.000,384
"bbc.com","banner","Tablet","Los Angeles","",761,2,0.00263,0.704,761
"techcrunch.com","banner","Mobile/Tablet","Chicago","",772,3,0.00389,1.041,772
"variety.com","video","Phone","Atlanta","",374,2,0.00535,1.433,374
"cnet.com","native","Personal Computer","Chicago","",354,0,0.00000,0.000,354
"people.com","video","Mobile/Tablet","Miami","",362,5,0.01381,3.700,362
"variety.com","banner","Phone","Atlanta","",762,0,0.00000,0.000,762
"people.com","video","Connected Device","Denver","",366,2,0.00546,1.464,366
"techcrunch.com","banner","Personal Computer","Houston","",757,2,0.00264,0.708,757
"espn.com","banner","Tablet","Miami","",745,3,0.00403,1.079,745
"washingtonpost.com","banner","Connected Device","Denver","",731,3,0.00410,1.099,731
"nytimes.com","video","Mobile/Tablet","Dallas-Ft. Worth","",384,2,0.00521,1.395,384
"people.com","native","Personal Computer","Houston","",373,2,0.00536,1.436,373
"variety.com","native","Connected Device","Houston","",428,1,0.00234,0.626,428
"weather.com","native","Tablet","Miami","",360,0,0.00000,0.000,360
"variety.com","native","Mobile/Tablet","Houston","",417,0,0.00000,0.000,417
"cnet.com","video","Personal Computer","Houston","",394,1,0.00254,0.680,394
"theverge.com","native","Tablet","Dallas-Ft. Worth","",404,0,0.00000,0.000,404
"washingtonpost.com","banner","Set Top Box","Miami","",808,2,0.00248,0.663,808
"buzzfeed.com","native","Mobile/Tablet","Philadelphia","",380,3,0.00790,2.115,380
"cnet.com","banner","Connected TV","Miami","",740,6,0.00811,2.172,740
"forbes.com","banner","Mobile/Tablet","New York","",760,2,0.00263,0.705,760
"foxnews.com","native","Connected TV","Los Angeles","",398,4,0.01005,2.692,398
"weather.com","banner","Set Top Box","Denver","",719,3,0.00417,1.118,719
"cnn.com","native","Connected TV","Houston","",377,1,0.00265,0.711,377
"cnn.com","video","Tablet","Denver","",390,2,0.00513,1.374,390
"techcrunch.com","banner","Set Top Box","Miami","",807,1,0.00124,0.332,807
"cnet.com","native","Personal Computer","Houston","",373,1,0.00268,0.718,373
"bbc.com","video","Phone","Philadelphia","",375,1,0.00267,0.714,375
"forbes.com","video","Mobile/Tablet","Atlanta","",378,1,0.00265,0.709,378
"buzzfeed.com","video","Connected TV","Chicago","",366,3,0.00820,2.196,366
"nytimes.com","banner","Tablet","Los Angeles","",756,6,0.00794,2.126,756
"foxnews.com","native","Tablet","Chicago","",376,0,0.00000,0.000,376
"weather.com","video","Tablet","Dallas-Ft. Worth","",381,0,0.00000,0.000,381
"theverge.com","native","Mobile/Tablet","Chicago","",419,2,0.00477,1.279,419
"cnet.com","video","Phone","Los Angeles","",433,2,0.00462,1.237,433
"people.com","native","Personal Computer","Dallas-Ft. Worth","",375,2,0.00533,1.429,375
"nytimes.com","native","Mobile/Tablet","Los Angeles","",356,0,0.00000,0.000,356
"buzzfeed.com","video","Connected TV","Atlanta","",426,2,0.00470,1.258,426
"theverge.com","video","Personal Computer","Dallas-Ft. Worth","",374,1,0.00267,0.716,374
"tmz.com","video","Connected TV","Denver","",367,3,0.00817,2.190,367
"weather.com","banner","Phone","Atlanta","",745,7,0.00940,2.517,745
"nytimes.com","native","Set Top Box","Dallas-Ft. Worth","",381,1,0.00263,0.703,381
"people.com","video","Mobile/Tablet","Phoenix","",388,3,0.00773,2.071,388
"bbc.com","video","Tablet","Philadelphia","",379,2,0.00528,1.414,379
"buzzfeed.com","video","Tablet","Denver","",391,1,0.00256,0.685,391
"techcrunch.com","video","Set Top Box","Denver","",361,0,0.00000,0.000,361
"tmz.com","native","Phone","Denver","",380,1,0.00263,0.705,380
"techcrunch.com","native","Connected Device","Chicago","",396,2,0.00505,1.353,396
"washingtonpost.com","video","Personal Computer","Philadelphia","",392,1,0.00255,0.683,392
"variety.com","video","Connected Device","Dallas-Ft. Worth","",397,3,0.00756,2.024,397
"forbes.com","video","Connected Device","Dallas-Ft. Worth","",372,4,0.01075,2.881,372
"theverge.com","video","Phone","Miami","",389,2,0.00514,1.377,389
"washingtonpost.com","video","Personal Computer","Miami","",398,3,0.00754,2.019,398
"variety.com","native","Tablet","Los Angeles","",371,1,0.00270,0.722,371
"bbc.com","banner","Connected Device","Los Angeles","",779,0,0.00000,0.000,779
"cnn.com","banner","Tablet","Denver","",768,1,0.00130,0.349,768
"cnn.com","native","Phone","Atlanta","",378,3,0.00794,2.126,378
"theverge.com","banner","Tablet","Miami","",786,4,0.00509,1.363,786
"forbes.com","banner","Mobile/Tablet","Denver","",767,5,0.00652,1.746,767
"buzzfeed.com","video","Set Top Box","Denver","",372,0,0.00000,0.000,372
"tmz.com","native","Connected Device","Miami","",385,1,0.00260,0.696,385
"foxnews.com","video","Phone","New York","",367,3,0.00817,2.190,367
"weather.com","native","Phone","New York","",409,1,0.00245,0.655,409
"espn.com","video","Mobile/Tablet","Dallas-Ft. Worth","",376,3,0.00798,2.137,376
"weather.com","banner","Set Top Box","Dallas-Ft. Worth","",795,3,0.00377,1.011,795
"cnet.com","banner","Connected TV","Los Angeles","",782,3,0.00384,1.028,782
"cnn.com","video","Personal Computer","Miami","",369,0,0.00000,0.000,369
"weather.com","native","Connected Device","Denver","",381,0,0.00000,0.000,381
"washingtonpost.com","banner","Set Top Box","New York","",777,1,0.00129,0.345,777
"techcrunch.com","native","Connected TV","Los Angeles","",380,2,0.00526,1.410,380
"variety.com","banner","Phone","Dallas-Ft. Worth","",704,2,0.00284,0.761,704
"techcrunch.com","banner","Personal Computer","Phoenix","",738,2,0.00271,0.726,738
"weather.com","video","Set Top Box","Los Angeles","",392,1,0.00255,0.683,392
"foxnews.com","banner","Connected Device","Chicago","",732,3,0.00410,1.098,732
"washingtonpost.com","native","Tablet","Los Angeles","",374,3,0.00802,2.149,374
"foxnews.com","video","Personal Computer","New York","",400,0,0.00000,0.000,400
"forbes.com","native","Connected TV","Miami","",363,4,0.01102,2.952,363
"bbc.com","video","Set Top Box","Denver","",376,0,0.00000,0.000,376
"theverge.com","banner","Tablet","Chicago","",758,1,0.00132,0.353,758
"foxnews.com","video","Mobile/Tablet","Houston","",359,2,0.00557,1.492,359
"cnet.com","video","Phone","Miami","",390,3,0.00769,2.061,390
"people.com","native","Connected Device","Philadelphia","",369,2,0.00542,1.452,369
"theverge.com","native","Set Top Box","Philadelphia","",403,0,0.00000,0.000,403
"techcrunch.com","video","Phone","Philadelphia","",390,1,0.00256,0.687,390
"tmz.com","native","Set Top Box","Atlanta","",385,3,0.00779,2.087,385
"cnet.com","video","Personal Computer","Philadelphia","",365,2,0.00548,1.468,365
"washingtonpost.com","video","Mobile/Tablet","Denver","",351,3,0.00855,2.290,351
"tmz.com","banner","Connected Device","Denver","",763,1,0.00131,0.351,763
"buzzfeed.com","video","Personal Computer","Atlanta","",397,1,0.00252,0.675,397
"techcrunch.com","video","Personal Computer","Houston","",337,1,0.00297,0.795,337
"nytimes.com","banner","Tablet","Houston","",808,1,0.00124,0.332,808
"weather.com","native","Tablet","Atlanta","",335,2,0.00597,1.599,335
"weather.com","video","Connected TV","Chicago","",381,2,0.00525,1.406,381
"tmz.com","banner","Personal Computer","Miami","",741,1,0.00135,0.362,741
"techcrunch.com","native","Personal Computer","Houston","",344,1,0.00291,0.779,344
"forbes.com","native","Mobile/Tablet","Los Angeles","",415,3,0.00723,1.937,415
"forbes.com","banner","Phone","Phoenix","",748,4,0.00535,1.433,748
"foxnews.com","banner","Connected Device","Miami","",737,0,0.00000,0.000,737
"espn.com","video","Connected TV","Phoenix","",366,1,0.00273,0.732,366
"cnet.com","banner","Phone","Chicago","",804,2,0.00249,0.666,804
"cnet.com","banner","Set Top Box","Miami","",738,2,0.00271,0.726,738
"cnet.com","native","Mobile/Tablet","Miami","",385,1,0.00260,0.696,385
"espn.com","banner","Personal Computer","Miami","",807,8,0.00991,2.656,807
"nytimes.com","video","Connected Device","Phoenix","",390,0,0.00000,0.000,390
"techcrunch.com","banner","Set Top Box","Atlanta","",800,1,0.00125,0.335,800
"theverge.com","video","Personal Computer","Chicago","",384,1,0.00260,0.698,384
"washingtonpost.com","native","Personal Computer","Denver","",367,1,0.00273,0.730,367
"espn.com","banner","Connected Device","Phoenix","",760,4,0.00526,1.410,760
"cnet.com","native","Mobile/Tablet","Phoenix","",351,0,0.00000,0.000,351
"cnet.com","video","Mobile/Tablet","Dallas-Ft. Worth","",387,1,0.00258,0.692,387
"variety.com","video","Phone","Chicago","",402,2,0.00498,1.333,402
"buzzfeed.com","native","Set Top Box","Denver","",354,2,0.00565,1.514,354
"bbc.com","banner","Personal Computer","Houston","",700,3,0.00429,1.148,700
"washingtonpost.com","video","Set Top Box","Phoenix","",405,1,0.00247,0.661,405
"people.com","native","Mobile/Tablet","Philadelphia","",367,1,0.00273,0.730,367
"nytimes.com","video","Phone","New York","",380,0,0.00000,0.000,380
"weather.com","video","Personal Computer","Denver","",349,3,0.00860,2.303,349
"buzzfeed.com","banner","Connected Device","Denver","",790,3,0.00380,1.017,790
"weather.com","video","Personal Computer","Atlanta","",395,1,0.00253,0.678,395
"bbc.com","video","Mobile/Tablet","Dallas-Ft. Worth","",363,1,0.00276,0.738,363
"foxnews.com","native","Phone","Phoenix","",394,1,0.00254,0.680,394
"weather.com","banner","Set Top Box","Phoenix","",779,6,0.00770,2.063,779
"variety.com","banner","Set Top Box","Dallas-Ft. Worth","",816,2,0.00245,0.657,816
"foxnews.com","native","Personal Computer","Philadelphia","",394,2,0.00508,1.360,394
"bbc.com","video","Personal Computer","Phoenix","",386,0,0.00000,0.000,386
"forbes.com","video","Connected TV","Houston","",409,0,0.00000,0.000,409
"washingtonpost.com","native","Mobile/Tablet","New York","",390,3,0.00769,2.061,390
"bbc.com","video","Connected Device","Phoenix","",372,1,0.00269,0.720,372
"buzzfeed.com","native","Phone","Philadelphia","",393,3,0.00763,2.045,393
"buzzfeed.com","video","Tablet","Phoenix","",381,2,0.00525,1.406,381
"bbc.com","video","Set Top Box","Chicago","",407,1,0.00246,0.658,407
"forbes.com","video","Personal Computer","Chicago","",400,1,0.00250,0.670,400
"cnet.com","video","Tablet","Houston","",358,0,0.00000,0.000,358
"techcrunch.com","native","Set Top Box","Los Angeles","",380,2,0.00526,1.410,380
"tmz.com","banner","Connected Device","Chicago","",776,1,0.00129,0.345,776
"foxnews.com","banner","Connected TV","Philadelphia","",739,7,0.00947,2.537,739
"nytimes.com","native","Connected TV","Denver","",430,2,0.00465,1.246,430
"variety.com","video","Connected Device","Los Angeles","",404,2,0.00495,1.326,404
"cnet.com","banner","Phone","Atlanta","",762,3,0.00394,1.055,762
"washingtonpost.com","banner","Connected TV","Miami","",790,5,0.00633,1.695,790
"cnn.com","banner","Personal Computer","Chicago","",779,0,0.00000,0.000,779
"washingtonpost.com","native","Connected Device","Dallas-Ft. Worth","",390,2,0.00513,1.374,390
"weather.com","banner","Connected TV","Miami","",805,3,0.00373,0.998,805
"techcrunch.com","native","Personal Computer","Miami","",385,2,0.00520,1.392,385
"techcrunch.com","native","Mobile/Tablet","Chicago","",407,1,0.00246,0.658,407
"people.com","banner","Tablet","Los Angeles","",744,6,0.00807,2.160,744
"espn.com","banner","Mobile/Tablet","Miami","",766,6,0.00783,2.098,766
"cnet.com","native","Connected TV","Denver","",380,3,0.00790,2.115,380
"theverge.com","native","Connected Device","New York","",379,1,0.00264,0.707,379
"nytimes.com","banner","Mobile/Tablet","Atlanta","",766,0,0.00000,0.000,766
"foxnews.com","video","Set Top Box","Philadelphia","",429,2,0.00466,1.249,429
"bbc.com","banner","Phone","Dallas-Ft. Worth","",797,2,0.00251,0.672,797
"variety.com","banner","Set Top Box","Phoenix","",771,1,0.00130,0.347,771
"weather.com","banner","Phone","Houston","",810,2,0.00247,0.661,810
"espn.com","banner","Mobile/Tablet","Dallas-Ft. Worth","",810,4,0.00494,1.323,810
"espn.com","banner","Tablet","Atlanta","",721,6,0.00832,2.229,721
"washingtonpost.com","video","Tablet","Miami","",358,0,0.00000,0.000,358
"cnet.com","banner","Mobile/Tablet","New York","",791,2,0.00253,0.677,791
"people.com","banner","Tablet","Denver","",753,4,0.00531,1.423,753
"washingtonpost.com","video","Mobile/Tablet","Philadelphia","",390,0,0.00000,0.000,390
"buzzfeed.com","banner","Set Top Box","Atlanta","",774,2,0.00258,0.692,774
"variety.com","video","Personal Computer","Phoenix","",355,0,0.00000,0.000,355
"cnn.com","video","Connected Device","Atlanta","",403,0,0.00000,0.000,403
"cnet.com","native","Set Top Box","Phoenix","",416,3,0.00721,1.932,416
"variety.com","video","Tablet","Philadelphia","",411,5,0.01217,3.259,411
"weather.com","banner","Personal Computer","Philadelphia","",761,1,0.00131,0.352,761
"variety.com","video","Mobile/Tablet","Atlanta","",412,3,0.00728,1.951,412
