"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","FIRST_VISIT_DATE","TOTAL_VISITS","TOTAL_VISITORS","CONTACT_EMAIL_SHA256"
"prime-group.com","Prime Group","Software / Information Technology","XXLarge ($1B+)","XXLarge (10,000+)","Unaware","2026-09-21",1,1,"0a252cdd58a01238be78a2736868e6ad9a8194e402766373c48d58af93227907"
"iron-digital.com","Iron Digital","Marketing and Advertising","Large ($100MM-$200MM)","Large (1,000-4,999)","MQL","2026-08-27",204,14,"499382e7109d56b9f940a92ecf867efc5fbae50148d88460c8ed7340cc5b953a"
"smart-group.com","Smart Group","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-06-18",4,1,"1d2b8bc060f163ee751b33fc9e890d43b8acad4e4b7d8e07b8736c0cbfb0e692"
"apex-io.com","Apex Io","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-08-16",5,1,"fb99193a1eace2e70e9ad765fc48a39f1e26c6ad79e1abd8c1065681ce1208dd"
"clear-works.com","Clear Works","Automotive","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-09-02",4,1,"6fbcaf54f8a6bf68ef730e3f285efaffee1205e4215e5f4c81e88d0078dd7069"
"blue-systems.com","Blue Systems","Education Management","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-06-07",85,7,"308d53825aba233447ef7862091ca04f280aef17eb3a1d6fe794b71434655955"
"smart-net.com","Smart Net","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-06-12",5,1,"18d5e32c7621e51ae8b7f18f945b3f4756be590eb90bcc36c1ca76c1c9d9f815"
"bright-corp.com","Bright Corp","Legal Services","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged","2026-05-18",47,12,""
"rapid-digital.com","Rapid Digital","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-04-03",8,5,""
"atlas-digital.com","Atlas Digital","Construction","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-04-09",2,1,""
"green-io.com","Green Io","Telecommunications","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-07-12",41,9,"953da5cc092641b6e4f515ecffa76492c0192cd433d0fb02bbaef729c3a7543b"
"rapid-hub.com","Rapid Hub","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-08-10",12,3,"1f634d5524326edf6fa5210d41bacbd6db2e10f7cf967b2f5c39893cbe2f2386"
"prime-inc.com","Prime Inc","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-06-22",1,1,"4fd1157d8a707fda3790468fbb2a5440a6b2320f4f9afd9dde03d274bcd3f180"
"iron-media.com","Iron Media","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-05-16",35,13,""
"stellar-hub.com","Stellar Hub","Financial Services","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-08-02",2,1,"689ed6d91221f6a0527b9010cfb78ed9bd3e716cc71c102048c9c2b1e12185f6"
"apex-media.com","Apex Media","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-07-08",101,12,"fe218958d11793c4318a0bfd71e39a78a43c98558154476bb844508b6e5a69a0"
"cyber-cloud.com","Cyber Cloud","Telecommunications","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL","2026-05-16",186,16,"47798e6d511b37263f309689d59e069e3db00d8f06d72bc708bae0d7246e783b"
"clear-cloud.com","Clear Cloud","Insurance","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-06-19",7,5,""
"vertex-corp.com","Vertex Corp","Education Management","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-07-22",4,1,"fd6aae8c7a5d489da730cf814e1918f5dd5184ca87b9f2fbf6c960318daab4c0"
"stellar-digital.com","Stellar Digital","Manufacturing","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-04-22",19,2,"9b0a8323a35cca178a311ca0edd258b347b3e3075e67dbe760d7682b7deeceeb"
"apex-hub.com","Apex Hub","Entertainment","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-09-06",168,29,""
"core-tech.com","Core Tech","Insurance","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-06-25",75,15,""
"rapid-tech.com","Rapid Tech","Entertainment","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-07-26",90,10,"6a7a77ec3fe57aa0f303a71b8bf48c1d94fff6e75daaa692b6310f09f944eb6a"
"vertex-cloud.com","Vertex Cloud","Marketing and Advertising","Micro ($0-$1MM)","Small (10-49)","Aware","2026-05-22",15,2,"f26c63278d41953445c0f7042821a3ea066bcc9f80990d34a626ebbed3c1c954"
"rapid-media.com","Rapid Media","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-07-10",1,1,""
"clear-data.com","Clear Data","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-08-07",35,12,""
"cyber-io.com","Cyber Io","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-06-15",18,2,"69aa2b422e8ce0c098ac9f5e53e98e3f391702513b143ce37bd01487ed1332b1"
"global-digital.com","Global Digital","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-06-10",4,1,"edb7d1d9f0c0994aecfda17c16d20234680ea2d905aea02ba81729a262ba2280"
"cyber-data.com","Cyber Data","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-08-06",5,1,"98dc9c14349096918e06c51995b4c4b3dd4b790ca23cb932f5dfda7949ad4c2b"
"global-media.com","Global Media","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-08-24",7,2,"53da65e44e49406c26d0b4842ce41c6b13310d3ac2d2cc100c28a72c324515c9"
"iron-inc.com","Iron Inc","Entertainment","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-06-23",38,14,""
"core-cloud.com","Core Cloud","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-06-23",59,15,""
"prime-hub.com","Prime Hub","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-05-30",101,4,"8726fd3989ecdacccb7de913159e653afca92c464f1e7f1e900a69330e7a813a"
"core-io.com","Core Io","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Opportunity","2026-06-09",204,12,"5fefd1dcb72255d75f97ba5ae26c71e875b2b1d48d0cebef64c3c73383bb61bb"
"swift-inc.com","Swift Inc","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-22",5,1,"b2c4861f401b02d1bd169140d48f5e13724e24d5bfe75c74d6b317f67e7d817f"
"clear-systems.com","Clear Systems","Management Consulting","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-05-25",14,4,""
"acme-tech.com","Acme Tech","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-08-12",46,9,"20a37bba6815d9baa3eb2b2cc397ef8d95640dde9564f08e28db77ea86d85626"
"clear-works.com","Clear Works","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","MQL","2026-05-19",203,28,""
"cyber-hub.com","Cyber Hub","Automotive","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-09-12",90,10,"ce738053bd6a566981f41e4bdafea61c664a5b0db71d428d2793b9b29f42b7f7"
"cyber-digital.com","Cyber Digital","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity","2026-07-30",128,34,""
"green-media.com","Green Media","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-08-08",5,1,""
"bright-net.com","Bright Net","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-06-26",2,1,""
"blue-tech.com","Blue Tech","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-04",1,1,"de3be980a3ee75d0a46052ac447dfb48a535bccc6e3dbc884303419513245762"
"blue-hub.com","Blue Hub","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-05-31",85,8,"bc8cfa44f1c5f734fafc9b62a84cc9e05c952cd746b1b32ab2403aba61c04a71"
"iron-works.com","Iron Works","Management Consulting","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-06-20",19,13,""
"cyber-cloud.com","Cyber Cloud","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-09-21",17,12,"4da6f784e4c698858e5ed7566c5816f2bcddc2a487ee7cc4c3a46825a212a208"
"prime-systems.com","Prime Systems","Automotive","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-06-30",3,1,""
"blue-net.com","Blue Net","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-07-19",4,1,"940286dfc6c8637fe0265fc09409b55b928a3992041bf798fef58368c06bda4c"
"smart-net.com","Smart Net","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-07-30",3,1,""
"iron-systems.com","Iron Systems","Retail","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-09-15",5,1,"61365bcf686258aa498765fb0289bd75bc950736c5d226cb082d089d44456d8b"
"nexus-hub.com","Nexus Hub","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-25",5,1,"92429369211c0d460c217daaa4c150a47f9b97be4cf11dfdb3ab80878fa9b5b5"
"bright-io.com","Bright Io","Construction","Micro ($0-$1MM)","Small (10-49)","Aware","2026-08-20",4,4,""
"bright-works.com","Bright Works","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-09-10",17,5,""
"swift-tech.com","Swift Tech","Health, Wellness and Fitness","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-06-26",11,16,""
"peak-group.com","Peak Group","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-08-02",10,3,"58e0cf6c22c9d97ca2439b74d377c4c9a886d3f674cbee01fe645e19fcb5585a"
"core-net.com","Core Net","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-05-25",79,7,"1cd0c4af82af1373e539f5b43b6e2d42ce54fe934a1b710df1b682453df09e82"
"nexus-digital.com","Nexus Digital","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-06-04",8,5,""
"nexus-works.com","Nexus Works","Marketing and Advertising","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-05-20",1,1,""
"green-solutions.com","Green Solutions","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-09-04",16,5,""
"peak-data.com","Peak Data","Health, Wellness and Fitness","XXLarge ($1B+)","XXLarge (10,000+)","MQL","2026-05-13",65,22,""
"cyber-media.com","Cyber Media","Manufacturing","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-07-11",47,9,"7d1af21d97ec6ac2f3f81487f58ee6d845a642ddf33abf816b891acda49400a5"
"atlas-works.com","Atlas Works","Financial Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-08-23",1,1,""
"green-tech.com","Green Tech","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","MQL","2026-05-14",178,12,"229be47b7c7869c482b1d370f9202a581c045b9c3a9103817452e6a07c256ff8"
"blue-works.com","Blue Works","Insurance","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-07-20",12,8,"ced1100369ebd8f84afc474b2f701e76cf87efc65a430f50eda31be0ca141940"
"peak-data.com","Peak Data","Hospital & Health Care","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware","2026-06-13",3,2,"45752f25ea2054b2069e4edb21800f5148f778975692d212d826968f7f48972d"
"green-inc.com","Green Inc","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-09-10",4,1,""
"core-tech.com","Core Tech","Legal Services","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-05-28",125,30,""
"rapid-tech.com","Rapid Tech","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-08-04",5,1,"a9b847a1e73915dca42fc87a245a414eb59553e01c7f07ede9b36306c48f4c1c"
"nexus-systems.com","Nexus Systems","Health, Wellness and Fitness","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-09-18",4,1,"87bd46d453e8ebab99afd5a4ff61a654bb63dc9a0755e256e7697f309f5c312f"
"vertex-media.com","Vertex Media","Management Consulting","XXLarge ($1B+)","XXLarge (10,000+)","Aware","2026-09-22",8,2,"63366a67cb6ac8958830ae244d6d4b7fe5da2d6588e2c272cc6f6c8c1af23fa6"
"acme-data.com","Acme Data","Retail","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-05-29",4,1,"fc19bab2dc3b3fd71ae3ea13764577378b50b4d425ab5af496824474a4e087a3"
"rapid-works.com","Rapid Works","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-03-28",89,13,"295c608a5477b88c9b35d02ae545eebd49c26ad8be69b6dc2ae4d30896857530"
"green-corp.com","Green Corp","Legal Services","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged","2026-08-05",47,11,"2c6cc5d46b2455befaed41227af4f94992b268b5c9257242eaf54b182b38b6c0"
"nova-digital.com","Nova Digital","Real Estate","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-04-13",2,1,""
"swift-hub.com","Swift Hub","Education Management","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware","2026-08-20",14,5,""
"green-hub.com","Green Hub","Software / Information Technology","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-06-09",4,1,"acddf05d265cf1b2645912a7340a1798c144b0653784902c22321e62ec96fe54"
"nexus-corp.com","Nexus Corp","Food & Beverages","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-06-24",5,1,""
"vertex-group.com","Vertex Group","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-08-04",20,2,"cf486528bcdc9ca35e4b53ab1e0df3a622ec43901f8ed11f7f08947073661476"
"apex-labs.com","Apex Labs","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-05-01",2,1,""
"vertex-works.com","Vertex Works","Food & Beverages","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-09-23",5,1,""
"acme-labs.com","Acme Labs","Entertainment","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware","2026-04-18",21,4,"ad78648ff46fc173c564fd57cec465c9f1c4a6bb815972f7d8dbdfd3caf790c8"
"swift-digital.com","Swift Digital","Real Estate","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-05-17",70,7,"14d8b214a98f6bc5037b8c504ab172649b6808247c9926dfb8d72d2a8a74f50e"
"vertex-systems.com","Vertex Systems","Health, Wellness and Fitness","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-09-07",3,1,"2dfbcd407d9a7fd9923a8452dd43ad6e146b1ece138afd70adc182b8ae2dd6fa"
"nova-tech.com","Nova Tech","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-04-30",6,4,""
"acme-io.com","Acme Io","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","MQL","2026-05-09",127,15,"cc79dcd82551fee937e3fa933991dca29e2a4a4ab0ed9debc47a741c17da0e45"
"swift-net.com","Swift Net","Manufacturing","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware","2026-05-15",6,4,"5805f9100e8e987e8209cfdd8cd83cd47e35fbb8a4396bd202a7a76e43979169"
"blue-inc.com","Blue Inc","Education Management","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-06-07",3,1,"2a5c6aa064f511667c1bbe08c5485612eb44df479e9dd0590f9f178270ad1349"
"prime-cloud.com","Prime Cloud","Food & Beverages","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL","2026-08-12",186,11,"19fc4b5e0066d10bbcd589d28763061fc7b953ab99f2680b9fd29ea6b9b497c0"
"core-labs.com","Core Labs","Financial Services","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged","2026-09-08",20,14,""
"iron-io.com","Iron Io","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-07-27",5,1,""
"acme-net.com","Acme Net","Marketing and Advertising","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-04-13",15,4,""
"swift-group.com","Swift Group","Logistics and Supply Chain","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-09-05",72,17,""
"peak-hub.com","Peak Hub","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-05-16",5,1,"a3998b47fe9915463a04ad5fd0cfa52e3dded98d301efb0ccdf583e3fbe5f494"
"cyber-hub.com","Cyber Hub","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-04-28",5,1,"3699e10d0ff850aec90d3995ae0218f31b65bcc413478b1b1696e65175e7eaea"
"smart-corp.com","Smart Corp","Food & Beverages","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-05-18",1,1,""
"apex-hub.com","Apex Hub","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-05-17",3,1,""
"apex-inc.com","Apex Inc","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","MQL","2026-06-24",59,11,"9ec2bfab1aa722d0e1b20504227a6efdfc2c62b6f86a24fbb6ec1d16d758d646"
"swift-tech.com","Swift Tech","Retail","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-07-02",31,17,""
"smart-inc.com","Smart Inc","Entertainment","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-07-31",13,3,"4f9919bb2f910f186748760bb1421d8e6b801a23779d3e60cefbd3884d9a312c"
"vertex-media.com","Vertex Media","Consumer Goods","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-07-28",2,1,"a2c3de7207b084838f4f1d0c471f11ffcc39c3fb95cb5f5956dc8ff6486a5a80"
"bright-net.com","Bright Net","Telecommunications","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-04-13",1,1,"aad77f604f25b030ac807e138490b06d167090648d4a7678743251e96a39034c"
"clear-hub.com","Clear Hub","Retail","Large ($100MM-$200MM)","Medium-Large (500-999)","MQL","2026-08-25",37,21,""
"smart-group.com","Smart Group","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-08-12",2,1,"f67a98d81e4e574237e8d8af865545351bfeefc09690b7412bfb02089256cd0a"
"smart-corp.com","Smart Corp","Education Management","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-07-28",4,1,"33fba12e59cfd71b68632d272c3d8609c325d32f3ccceb7a372023a7df3fc7ee"
"acme-hub.com","Acme Hub","Real Estate","Small ($1MM-$10MM)","Small (10-49)","Opportunity","2026-07-22",398,30,"c90e84b7021354d11aa39105222bf452b9954d543fdf03324b1e7abad16de5d3"
"blue-systems.com","Blue Systems","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-04-30",5,5,""
"nexus-tech.com","Nexus Tech","Automotive","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-09-20",3,3,"d4bc4a8eff3076274739a3c4b6ae9423ec54085ca00788cb2c71c4ae22e11ee8"
"iron-io.com","Iron Io","Financial Services","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-04-10",4,1,"798e4786c2e747004262703ac37f08007578f1a29138d9d14220e3e2cea10438"
"smart-data.com","Smart Data","Entertainment","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-08-05",42,6,"45bdb7c309e3951c4ea72bfee50f8d7667c2b82120f81bd6e1aaf9ab04a168f8"
"bright-io.com","Bright Io","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-04-09",4,1,"5bce90ff2f6d956181e3bf46147ca4fd147d4c0df0c572254dc76da5e53c7573"
"stellar-works.com","Stellar Works","Marketing and Advertising","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-06-23",3,1,"21602154781340e85ce2438c3ac84b47cb88920a446555a5d851329469d6539a"
"iron-digital.com","Iron Digital","Management Consulting","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware","2026-04-09",2,1,""
"vertex-media.com","Vertex Media","Retail","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-04-06",88,14,""
"clear-hub.com","Clear Hub","Construction","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-05-04",3,1,"faf539b02264f4e7bd34b7f990a1bda7fb46b7755d58f4ed97d3806fe2ec2844"
"nexus-works.com","Nexus Works","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-25",3,1,"206cfe38afc0954ceb361753906d10249c00dfed2bfa63da294db0b538ff3ab1"
"atlas-cloud.com","Atlas Cloud","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged","2026-04-27",27,7,"32fdf33b34f2004f22e65e49830c10229b584e47bc8979248c4c8e43dc6dfb61"
"bright-solutions.com","Bright Solutions","Retail","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware","2026-08-09",7,6,""
"bright-solutions.com","Bright Solutions","Insurance","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware","2026-07-14",5,1,""
"green-media.com","Green Media","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Opportunity","2026-08-01",306,43,""
"bright-solutions.com","Bright Solutions","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-04-18",3,3,"3e8104a2ecba1c11b00b9c7ed6d337061312255fc809211ea6c4d8c65f073735"
"nova-digital.com","Nova Digital","Legal Services","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-05-08",13,1,"6c9cb2994b7a0b427de3dfff488ed60e5b8edf425f2919ba184f2c02907aa1df"
